Rank,Movie,Release Date,Distributor,Genre,2019 Gross,Tickets Sold
328,The Bravest, 2019-08-09,Sony Pictures,Drama,"$290,217","31,683"
335,One Child Nation, 2019-08-09,Amazon Studios,Documentary,"$252,734","27,591"
427,ECCO, 2019-08-09,Citadel,Thriller/Suspense,"$86,858","9,482"
540,Wicked Witches, 2019-08-09,Nocturnal Features,Horror,"$21,600","2,358"
560,Ode to Joy, 2019-08-09,IFC Films,Comedy,"$17,303","1,888"
596,Vision Portraits, 2019-08-09,Self Distributed,Documentary,"$10,771","1,175"
625,Dying to Survive, 2019-08-09,China Lion Film D…,Drama,"$6,752",737
66,The Angry Birds Movie 2, 2019-08-13,Sony Pictures,Adventure,"$41,657,076","4,547,715"
174,Mission Mangal, 2019-08-15,FIP,Drama,"$3,660,413","399,608"
34,Good Boys, 2019-08-16,Universal,Comedy,"$83,140,306","9,076,453"
99,47 Meters Down: Uncaged, 2019-08-16,Entertainment Stu…,Horror,"$22,260,900","2,430,229"
126,Blinded by the Light, 2019-08-16,Warner Bros.,Drama,"$11,901,145","1,299,252"
137,Where’d You Go Bernadette, 2019-08-16,United Artists,Comedy,"$9,198,356","1,004,187"
323,Aquarela, 2019-08-16,Sony Pictures Cla…,Documentary,"$301,429","32,907"
326,Line Walker 2: Invisible Spy, 2019-08-16,Well Go USA,Action,"$296,751","32,396"
410,Cold Case Hammarskjold, 2019-08-16,Magnolia Pictures,Documentary,"$104,965","11,459"
413,The Divine Fury, 2019-08-16,Well Go USA,Action,"$102,982","11,242"
468,End of the Century, 2019-08-16,Cinema Guild,Drama,"$51,212","5,590"
498,Buñuel in the Labyrinth of …, 2019-08-16,GKIDS,Drama,"$36,205","3,952"
645,What You Gonna Do When The …, 2019-08-16,KimStim,Documentary,"$4,672",510
569,ZZ Top: That Little Ol’ Ban…, 2019-08-19,Abramorama Films,Documentary,"$14,879","1,624"
84,Ready or Not, 2019-08-21,Fox Searchlight,Black Comedy,"$28,714,231","3,134,741"
240,RUSH: Cinema Strangiato 2019, 2019-08-21,Trafalgar Releasing,Concert/Perfor…,"$958,907","104,684"
365,Tigers Are Not Afraid, 2019-08-21,Variance Films,Horror,"$175,559","19,165"
41,Angel Has Fallen, 2019-08-23,Lionsgate,Thriller/Suspense,"$69,030,436","7,536,073"
77,Overcomer, 2019-08-23,Sony Pictures,Drama,"$34,700,142","3,788,225"
142,Brittany Runs a Marathon, 2019-08-23,Amazon Studios,Drama,"$7,136,342","779,076"
270,Miles Davis: Birth of the Cool, 2019-08-23,Abramorama Films,Documentary,"$614,201","67,052"
278,Fiddler: A Miracle of Miracles, 2019-08-23,Roadside Attractions,Documentary,"$549,385","59,976"
342,Give Me Liberty, 2019-08-23,Music Box Films,Comedy,"$238,600","26,048"
459,Vita & Virginia, 2019-08-23,IFC Films,Drama,"$62,350","6,806"
624,Genesis, 2019-08-23,Film Movement,Drama,"$6,784",740
635,The Miracle of the Little P…, 2019-08-28,Film Movement,Documentary,"$5,553",606
173,Ne Zha, 2019-08-29,Well Go USA,Adventure,"$3,695,533","403,442"
189,Saaho, 2019-08-29,Yash Raj Films,Action,"$2,626,284","286,712"
157,Don’t Let Go, 2019-08-30,OTL Releasing,Thriller/Suspense,"$5,215,062","569,330"
188,Tod@s Caen, 2019-08-30,Lionsgate,Romantic Comedy,"$2,670,925","291,585"
204,Official Secrets, 2019-08-30,IFC Films,Thriller/Suspense,"$1,996,766","217,987"
257,Bennett’s War, 2019-08-30,ESX Entertainment,Drama,"$725,042","79,153"
266,Raise Hell: The Life and Ti…, 2019-08-30,Magnolia Pictures,Documentary,"$694,410","75,808"
327,Killerman, 2019-08-30,Blue Fox Entertai…,Action,"$291,477","31,820"
375,Before You Know It, 2019-08-30,1091 Media,Comedy,"$151,307","16,518"
502,Ága, 2019-09-04,Big World Pictures,Drama,"$34,131","3,726"
322,K-12, 2019-09-05,Abramorama Films,Musical,"$303,230","33,103"
10,It: Chapter Two, 2019-09-06,Warner Bros.,Horror,"$211,593,228","23,099,697"
168,Linda Ronstadt: The Sound o…, 2019-09-06,Greenwich,Documentary,"$4,244,894","463,416"
203,Chhichhore, 2019-09-06,FIP,Comedy,"$2,004,400","218,820"
436,Ms. Purple, 2019-09-06,Oscilloscope Pict…,Drama,"$80,657","8,805"
453,Edie, 2019-09-06,Music Box Films,Drama,"$70,138","7,656"
562,Balloon, 2019-09-06,Distrib Films,Thriller/Suspense,"$16,792","1,833"
582,Rapid Response, 2019-09-06,Atlas Distribution,Documentary,"$13,262","1,447"
648,I’m Leaving Now, 2019-09-06,Cinema Guild,Documentary,"$4,443",485
559,Chained for Life, 2019-09-11,Kino Lorber,Black Comedy,"$17,370","1,896"
29,Hustlers, 2019-09-13,STX Entertainment,Drama,"$104,962,986","11,458,841"
155,The Goldfinch, 2019-09-13,Warner Bros.,Drama,"$5,332,621","582,164"
305,Monos, 2019-09-13,Neon,Thriller/Suspense,"$406,473","44,374"
320,Out of Liberty, 2019-09-13,Purdie Distribution,Western,"$317,217","34,630"
331,Freaks, 2019-09-13,Well Go USA,Thriller/Suspense,"$276,591","30,195"
367,The Bad Guys: Reign of Chaos, 2019-09-13,CJ Entertainment,Drama,"$166,971","18,228"
467,One Cut of the Dead, 2019-09-13,Shudder,Horror,"$52,406","5,721"
486,Fagara, 2019-09-13,China Lion Film D…,Drama,"$43,262","4,722"
506,Moonlight Sonata: Deafness …, 2019-09-13,Abramorama Films,Documentary,"$33,841","3,694"
511,Desolation Center, 2019-09-13,Self Distributed,Documentary,"$32,016","3,495"
529,Chasing Einstein, 2019-09-13,Atlas Distribution,Documentary,"$24,117","2,632"
546,The Sound of Silence, 2019-09-13,IFC Films,Drama,"$20,171","2,202"
587,Imprisoned, 2019-09-13,Cinema Libre,Thriller/Suspense,"$12,049","1,315"
610,Cracked Up, 2019-09-13,Abramorama Films,Documentary,"$9,197","1,004"
656,Another Day of Life, 2019-09-13,GKIDS,Drama,"$3,190",348
195,Promare, 2019-09-17,GKIDS,Adventure,"$2,290,542","250,059"
488,Midnight Traveler, 2019-09-18,Oscilloscope Pict…,Documentary,"$41,265","4,504"
31,Downton Abbey, 2019-09-20,Focus Features,Drama,"$96,853,865","10,573,566"
55,Ad Astra, 2019-09-20,20th Century Fox,Thriller/Suspense,"$50,188,370","5,479,079"
62,Rambo: Last Blood, 2019-09-20,Lionsgate,Action,"$44,819,352","4,892,942"
220,Fantastic Fungi, 2019-09-20,Area 23a,Documentary,"$1,444,604","157,707"
263,Where’s My Roy Cohn?, 2019-09-20,Sony Pictures Cla…,Documentary,"$704,780","76,941"
396,The Zoya Factor, 2019-09-20,FIP,Romantic Comedy,"$128,831","14,064"
418,Tazza: One Eyed Jack, 2019-09-20,Well Go USA,Drama,"$97,655","10,661"
494,Britt-Marie Was Here, 2019-09-20,Cohen Media Group,Comedy,"$37,127","4,053"
500,Loro 1, 2019-09-20,IFC Films,Documentary,"$35,613","3,887"
547,Prassthanam, 2019-09-20,PackYourBag Films,Drama,"$19,984","2,181"
553,Midnight Diner, 2019-09-20,Well Go USA,Drama,"$18,555","2,025"
182,Friends 25th: The One With …, 2019-09-23,Fathom Events,Comedy,"$2,884,827","314,937"
45,Abominable, 2019-09-27,Universal,Adventure,"$60,679,265","6,624,374"
92,Judy, 2019-09-27,Roadside Attractions,Drama,"$24,027,755","2,623,117"
346,First Love, 2019-09-27,Well Go USA,Drama,"$219,680","23,982"
505,The Death of Dick Long, 2019-09-27,A24,Black Comedy,"$33,856","3,696"
510,10E, 2019-09-27,in8 Releasing,Comedy,"$32,413","3,538"
524,The Day Shall Come, 2019-09-27,IFC Films,Comedy,"$26,972","2,944"
605,Fritz Lang’s Indian Epic, 2019-09-27,Film Movement,,"$9,345","1,020"
631,The Golden Glove, 2019-09-27,Strand,Drama,"$5,963",650
651,The Gliksmans, 2019-09-27,Indican Pictures,Comedy,"$4,080",445
289,The Climbers, 2019-09-30,Well Go USA,Adventure,"$487,157","53,183"
194,"My People, My Country", 2019-10-01,CMC Pictures,Drama,"$2,323,409","253,647"
175,War, 2019-10-02,Yash Raj Films,Action,"$3,640,355","397,418"
272,Roger Waters Us + Them, 2019-10-02,Trafalgar Releasing,Documentary,"$594,982","64,954"
534,Célébration, 2019-10-02,KimStim,Documentary,"$22,557","2,462"
9,Joker, 2019-10-04,Warner Bros.,Thriller/Suspense,"$333,772,511","36,438,047"
172,Pain & Glory, 2019-10-04,Sony Pictures Cla…,Drama,"$3,967,719","433,157"
318,Lucy in the Sky, 2019-10-04,Fox Searchlight,Drama,"$319,976","34,931"
451,The Battle of Jangsari, 2019-10-04,Well Go USA,Drama,"$71,146","7,767"
514,Memory: The Origins of Alien, 2019-10-04,Screen Media Films,Documentary,"$31,378","3,425"
568,Wrinkles the Clown, 2019-10-04,Magnolia Pictures,Documentary,"$14,938","1,630"
574,The Woman Who Loves Giraffes, 2019-10-04,Zeitgeist,Documentary,"$14,350","1,566"
242,Metallica & San Francisco S…, 2019-10-09,Trafalgar Releasing,Concert/Perfor…,"$907,163","99,035"
312,Matthias & Maxime, 2019-10-09,Self Distributed,Drama,"$365,918","39,947"
395,Mister America, 2019-10-09,Magnolia Pictures,Comedy,"$130,897","14,290"
30,The Addams Family, 2019-10-11,United Artists,Adventure,"$97,185,807","10,609,804"
57,Gemini Man, 2019-10-11,Paramount Pictures,Action,"$48,546,770","5,299,865"
93,Parasite, 2019-10-11,Neon,Black Comedy,"$23,850,889","2,603,808"
145,Jexi, 2019-10-11,Lionsgate,Comedy,"$6,546,159","714,646"
276,The Sky is Pink, 2019-10-11,Gravitas Ventures,Drama,"$555,030","60,592"
433,High Strung: Free Dance, 2019-10-11,GVN Releasing,Drama,"$83,891","9,158"
513,Gift, 2019-10-11,Matson,Documentary,"$31,588","3,448"
615,The Dead Center, 2019-10-11,Arrow Releasing,Thriller/Suspense,"$8,320",908
621,Beloved Beast, 2019-10-11,Indican Pictures,Horror,"$7,301",797
639,100 Acres of Hell, 2019-10-11,Indican Pictures,Horror,"$5,152",562
664,A German Youth, 2019-10-11,Big World Pictures,Documentary,"$2,177",237
179,Jay and Silent Bob Reboot, 2019-10-15,Fathom Events,Comedy,"$3,258,824","355,766"
590,Stuffed, 2019-10-16,Music Box Films,Documentary,"$11,683","1,275"
23,Maleficent: Mistress of Evil, 2019-10-18,Walt Disney,Adventure,"$113,294,737","12,368,421"
39,Zombieland: Double Tap, 2019-10-18,Sony Pictures,Comedy,"$73,027,571","7,972,442"
102,Jojo Rabbit, 2019-10-18,Fox Searchlight,Black Comedy,"$21,579,550","2,355,846"
128,The Lighthouse, 2019-10-18,A24,Drama,"$10,809,320","1,180,056"
261,The Captain, 2019-10-18,Well Go USA,Drama,"$706,572","77,136"
314,"Cyrano, My Love", 2019-10-18,Roadside Attractions,Comedy,"$351,019","38,320"
460,By the Grace of God, 2019-10-18,Music Box Films,Drama,"$61,079","6,668"
463,Greener Grass, 2019-10-18,IFC Films,Comedy,"$57,384","6,264"
481,The Cave, 2019-10-18,National Geograph…,Documentary,"$45,096","4,923"
487,Immortal Hero, 2019-10-18,Freestyle Releasing,Drama,"$43,059","4,700"
663,Serendipity, 2019-10-18,Cohen Media Group,Documentary,"$2,213",241
90,Countdown, 2019-10-25,STX Entertainment,Horror,"$25,617,813","2,796,704"
100,Black and Blue, 2019-10-25,Sony Pictures,Action,"$22,012,729","2,403,136"
149,The Current War: Director’s…, 2019-10-25,101 Studios,Drama,"$5,978,673","652,693"
200,Housefull 4, 2019-10-25,FIP,Romantic Comedy,"$2,109,160","230,257"
214,Western Stars, 2019-10-25,Warner Bros.,Documentary,"$1,581,681","172,673"
245,Jesus is King, 2019-10-25,IMAX Films,Musical,"$850,000","92,794"
290,The Great Alaskan Race, 2019-10-25,P12 Films,Adventure,"$481,924","52,611"
356,Synonyms, 2019-10-25,Kino Lorber,Drama,"$186,482","20,358"
366,Frankie, 2019-10-25,Sony Pictures Cla…,Drama,"$167,169","18,249"
466,Making Waves: The Art of Ci…, 2019-10-25,Matson,Documentary,"$53,144","5,801"
597,Prescience, 2019-10-25,Indican Pictures,Drama,"$10,606","1,157"
541,Redoubt, 2019-10-30,Grasshopper Film,Thriller/Suspense,"$21,556","2,353"
44,Terminator: Dark Fate, 2019-11-01,Paramount Pictures,Action,"$62,253,077","6,796,187"
64,Harriet, 2019-11-01,Focus Features,Drama,"$42,547,700","4,644,945"
135,Motherless Brooklyn, 2019-11-01,Warner Bros.,Drama,"$9,277,736","1,012,853"
152,Arctic Dogs, 2019-11-01,Entertainment Stu…,Adventure,"$5,801,249","633,324"
474,American Dharma, 2019-11-01,Utopia,Documentary,"$50,250","5,485"
537,Light From Light, 2019-11-01,Grasshopper Film,Drama,"$22,360","2,441"
628,To Be of Service, 2019-11-01,First Run Features,Documentary,"$6,173",673
643,Crepitus, 2019-11-01,Indican Pictures,Horror,"$4,846",529
295,Christmas Jars, 2019-11-04,Fathom Events,Drama,"$459,466","50,160"
48,Midway, 2019-11-08,Lionsgate,Action,"$56,547,282","6,173,284"
63,Playing with Fire, 2019-11-08,Paramount Pictures,Comedy,"$44,406,890","4,847,913"
76,Last Christmas, 2019-11-08,Universal,Romantic Comedy,"$35,116,450","3,833,674"
80,Doctor Sleep, 2019-11-08,Warner Bros.,Horror,"$31,543,097","3,443,570"
181,Honey Boy, 2019-11-08,Amazon Studios,Drama,"$2,980,099","325,338"
205,Better Days, 2019-11-08,Well Go USA,Drama,"$1,921,657","209,787"
404,The Kingmaker, 2019-11-08,Greenwich,Documentary,"$115,253","12,582"
423,My Dear Liar, 2019-11-08,CMC Pictures,Drama,"$90,545","9,884"
544,The All Americans, 2019-11-08,Abramorama Films,Documentary,"$20,322","2,218"
644,Ballet Blanc, 2019-11-08,Indican Pictures,Horror,"$4,832",527
654,Crown Vic, 2019-11-08,Screen Media Films,Action,"$3,868",422
674,A Fish in the Bathtub, 2019-11-08,Cohen Media Group,Comedy,"$1,237",135
279,Everybody’s Everything, 2019-11-12,Gunpowder & Sky,Documentary,"$547,207","59,738"
26,Ford v. Ferrari, 2019-11-15,20th Century Fox,Drama,"$109,976,339","12,006,150"
111,Charlie’s Angels, 2019-11-15,Sony Pictures,Action,"$17,790,181","1,942,159"
114,The Good Liar, 2019-11-15,Warner Bros.,Thriller/Suspense,"$16,973,279","1,852,978"
212,Waves, 2019-11-15,A24,Musical,"$1,626,272","177,540"
361,The Warrior Queen of Jhansi, 2019-11-15,Roadside Attractions,Drama,"$177,437","19,370"
455,The Divine Move 2: The Wrat…, 2019-11-15,CJ Entertainment,Action,"$67,578","7,377"
464,Mickey and the Bear, 2019-11-15,Self Distributed,Drama,"$57,188","6,243"
496,Recorder: The Marion Stokes…, 2019-11-15,Zeitgeist,Documentary,"$36,523","3,987"
501,White Snake, 2019-11-15,GKIDS,Drama,"$34,730","3,791"
551,Scandalous: The Untold Stor…, 2019-11-15,Magnolia Pictures,Documentary,"$18,759","2,047"
589,Hollywould, 2019-11-15,Indican Pictures,Thriller/Suspense,"$11,888","1,297"
264,Depeche Mode: Spirits in th…, 2019-11-21,Trafalgar Releasing,Concert/Perfor…,"$704,744","76,937"
3,Frozen II, 2019-11-22,Walt Disney,Adventure,"$450,439,533","49,174,621"
47,A Beautiful Day in the Neig…, 2019-11-22,Sony Pictures,Drama,"$58,801,961","6,419,428"
85,21 Bridges, 2019-11-22,STX Entertainment,Thriller/Suspense,"$28,265,017","3,085,700"
129,Dark Waters, 2019-11-22,Focus Features,Drama,"$10,633,879","1,160,904"
345,Pagalpanti, 2019-11-22,Eros Entertainment,Comedy,"$227,714","24,859"
408,Varda by Agnes, 2019-11-22,Janus Films,Documentary,"$107,631","11,750"
521,Kind Hearts and Coronets, 2019-11-22,Rialto Pictures,Black Comedy,"$27,893","3,045"
557,Citizen K, 2019-11-22,Greenwich,Documentary,"$17,704","1,932"
601,Shooting the Mafia, 2019-11-22,Cohen Media Group,Documentary,"$9,988","1,090"
606,When Lambs Become Lions, 2019-11-22,Oscilloscope Pict…,Documentary,"$9,337","1,019"
669,The Killing Floor, 2019-11-22,Film Movement,Drama,"$1,583",172
21,Knives Out, 2019-11-27,Lionsgate,Drama,"$130,119,450","14,205,180"
68,Queen & Slim, 2019-11-27,Universal,Drama,"$40,718,945","4,445,300"
324,63 Up, 2019-11-27,BritBox,Documentary,"$299,745","32,723"
585,Sympathy For the Devil, 2019-11-27,Entertainment One,Action,"$12,144","1,325"
549,Tremors, 2019-11-29,Film Movement,Drama,"$19,562","2,135"
403,Branagh Theatre Live: The W…, 2019-12-04,Trafalgar Releasing,Drama,"$116,877","12,759"
229,No Safe Spaces, 2019-12-06,Atlas Distribution,Documentary,"$1,240,211","135,394"
234,PLAYMOBIL, 2019-12-06,STX Entertainment,Adventure,"$1,113,885","121,603"
294,Panipat, 2019-12-06,Reliance Entertai…,Action,"$461,863","50,421"
297,Les Misérables - The Staged…, 2019-12-06,Trafalgar Releasing,Concert/Perfor…,"$444,150","48,487"
300,En Brazos de un Asesino, 2019-12-06,Lionsgate,Thriller/Suspense,"$425,332","46,433"
377,The Whistleblower, 2019-12-06,CMC Pictures,Action,"$150,481","16,428"
536,Little Joe, 2019-12-06,Magnolia Pictures,Drama,"$22,422","2,447"
545,The Disappearance of my Mother, 2019-12-06,Kino Lorber,Documentary,"$20,293","2,215"
548,Midnight Family, 2019-12-06,1091 Media,Documentary,"$19,983","2,181"
668,Little Q, 2019-12-06,Well Go USA,Drama,"$1,652",180
11,Jumanji: The Next Level, 2019-12-13,Sony Pictures,Adventure,"$192,094,536","20,971,019"
91,Bombshell, 2019-12-13,Lionsgate,Drama,"$24,589,972","2,684,494"
110,Richard Jewell, 2019-12-13,Warner Bros.,Drama,"$17,822,217","1,945,657"
133,Black Christmas, 2019-12-13,Universal,Horror,"$9,867,670","1,077,257"
227,A Hidden Life, 2019-12-13,Fox Searchlight,Drama,"$1,274,329","139,118"
414,Cunningham, 2019-12-13,Magnolia Pictures,Documentary,"$102,082","11,144"
637,Spiral Farm, 2019-12-13,Indican Pictures,Drama,"$5,475",597
673,Chinese Portrait, 2019-12-13,Cinema Guild,Documentary,"$1,246",136
6,Star Wars: The Rise of Skyw…, 2019-12-20,Walt Disney,Adventure,"$390,706,234","42,653,519"
106,Cats, 2019-12-20,Universal,Musical,"$19,970,095","2,180,141"
280,Dabangg 3, 2019-12-20,Yash Raj Films,Action,"$535,000","58,406"
344,Ashfall, 2019-12-20,CJ Entertainment,Action,"$236,183","25,784"
465,Invisible Life, 2019-12-20,Amazon Studios,Drama,"$53,783","5,871"
40,Little Women, 2019-12-25,Sony Pictures,Drama,"$70,502,828","7,696,815"
58,Spies in Disguise, 2019-12-25,20th Century Fox,Adventure,"$47,042,421","5,135,635"
73,Uncut Gems, 2019-12-25,A24,Thriller/Suspense,"$36,556,384","3,990,871"
183,IP Man: The Finale, 2019-12-25,Well Go USA,Action,"$2,866,676","312,955"
224,1917, 2019-12-25,Universal,Thriller/Suspense,"$1,326,178","144,779"
259,Thank You For Everything, 2019-12-25,Entertainment One,Comedy,"$718,321","78,419"
332,Just Mercy, 2019-12-25,Warner Bros.,Drama,"$267,881","29,245"
357,The Song of Names, 2019-12-25,Sony Pictures Cla…,Drama,"$186,005","20,306"
443,Clemency, 2019-12-27,Neon,Drama,"$76,373","8,337"
127,The Grudge, 2020-01-03,,Horror,"$11,404,113","1,244,990"